FENCE_ID,LATITUDE_0,LONGITUDE_0,LATITUDE_1,LONGITUDE_1,LATITUDE_2,LONGITUDE_2,LATITUDE_3,LONGITUDE_3,LATITUDE_4,LONGITUDE_4,LATITUDE,LONGITUDE,ROAD,AREA,FID,LENGTH,WIDTH
云顶中路0_R_24,24.4944431355,118.149864791,24.494404285,118.149862257,24.4944054074,118.149841708,24.4944442578,118.149844241,24.4944431355,118.149864791,24.494424271425,118.14985324924999,云顶中路,8.994963787927253,609,4.310949881160025,2.086538706292455
云顶中路0_R_25,24.494556187,118.149873598,24.4945135353,118.149870828,24.4945146723,118.149849905,24.4945579601,118.149852714,24.494556187,118.149873598,24.494535588675,118.14986176125001,云顶中路,10.05443350835465,610,4.732668819523894,2.1244743487811015
云顶中路0_R_26,24.4946130847,118.149878308,24.4945723552,118.149875006,24.4945737624,118.14985428,24.4946144918,118.149857583,24.4946130847,118.149878308,24.494593423525004,118.14986629424999,云顶中路,9.52962075827033,611,4.523817735424014,2.106543922768614
云顶中路0_R_27,24.4946742923,118.149883537,24.4946293252,118.149879809,24.494630763,118.149859089,24.4946757301,118.149862816,24.4946742923,118.149883537,24.49465252765,118.14987131275,云顶中路,10.520656186283077,612,4.995112428245271,2.1061900682741728
云顶中路0_R_28,24.4951355844,118.149929858,24.4950931375,118.149923909,24.4950951174,118.149907034,24.4951375644,118.149912983,24.4951355844,118.149929858,24.495115350924998,118.149918446,云顶中路,8.174070385768516,613,4.7401572656357205,1.7244302093154837
云顶中路0_R_29,24.4952278805,118.149943757,24.4951729245,118.149934553,24.495175412,118.149916816,24.4952305744,118.149926056,24.4952278805,118.149943757,24.49520169785,118.14993029550001,云顶中路,11.200645354174128,614,6.158296577424517,1.818789532682492
云顶中路0_R_3,24.4845580039,118.147866893,24.4845222064,118.147865875,24.4845229264,118.14784608,24.4845587879,118.147847349,24.4845580039,118.147866893,24.48454048115,118.14785654925001,云顶中路,7.965242216346985,615,3.966462296970364,2.008147719551234
云顶中路0_R_30,24.4955305101,118.150010299,24.4954883675,118.149999236,24.4954919245,118.149983056,24.4955344059,118.149994212,24.4955305101,118.150010299,24.495511302,118.14999670075,云顶中路,8.09712329813504,616,4.800736415125621,1.686641922814911
云顶中路0_R_31,24.4960337853,118.150193372,24.4959934414,118.150175243,24.4960005662,118.150156307,24.49604091,118.150174436,24.4960337853,118.150193372,24.496017175725,118.1501748395,云顶中路,10.026997467646883,617,4.831753539685401,2.0752294969705236
云顶中路0_R_32,24.496167313,118.15025876,24.4961280976,118.150238954,24.4961360059,118.150220254,24.4961752213,118.15024006,24.496167313,118.15025876,24.49615165945,118.15023950700001,云顶中路,9.991534214161396,618,4.785170611819563,2.0880204750655924
云顶中路0_R_33,24.4963765846,118.150374692,24.4963389137,118.150352052,24.4963462206,118.150337532,24.4963838915,118.150360172,24.4963765846,118.150374692,24.4963614026,118.150356112,云顶中路,7.998175071552516,619,4.762005700870457,1.679581162637103
云顶中路0_R_34,24.496480482,118.150441193,24.4964405534,118.150415122,24.4964492099,118.15039929,24.4964891384,118.150425361,24.496480482,118.150441193,24.496464845924997,118.1504202415,云顶中路,9.63082735580552,620,5.152002859930505,1.8693365701927096
云顶中路0_R_35,24.4970336855,118.150899353,24.497000082,118.15086525,24.497013222,118.150849787,24.4970468255,118.15088389,24.4970336855,118.150899353,24.497023453750003,118.15087457,云顶中路,10.8645191227568,621,5.079571921458223,2.1388651033486807
云顶中路0_R_36,24.4972823254,118.151196326,24.4972457354,118.15115093,24.4972571288,118.151139962,24.4972937188,118.151185359,24.4972823254,118.151196326,24.497269727099997,118.15116814425001,云顶中路,10.312244509329732,622,6.131648828517907,1.6818061173640835
云顶中路0_R_37,24.4973471954,118.151278712,24.4973112569,118.151232992,24.4973228791,118.151222081,24.4973588177,118.151267801,24.4973471954,118.151278712,24.497335037275,118.1512503965,云顶中路,10.367902523748516,623,6.109062091789232,1.6971349067941701
云顶中路0_R_38,24.4979721283,118.15214574,24.4979405635,118.152098024,24.4979555599,118.152086177,24.4979871248,118.152133893,24.4979721283,118.15214574,24.497963844125003,118.15211595849999,云顶中路,12.231773689967193,624,5.967751910657667,2.049645138250931
云顶中路0_R_39,24.5041194281,118.155186618,24.5041055445,118.155184291,24.5041103365,118.155150139,24.50412422,118.155152466,24.5041194281,118.155186618,24.504114882274997,118.15516837850001,云顶中路,5.448142620618241,625,3.501817024802701,1.5558044815106236
云顶中路0_R_4,24.4846016125,118.147867651,24.4845658698,118.147867141,24.4845662928,118.147847716,24.4846020544,118.147848227,24.4846016125,118.147867651,24.484583957375,118.14785768375,云顶中路,7.798466012659197,626,3.9593873496869407,1.9696143175473353
云顶中路0_R_40,24.5041263896,118.155136838,24.504112506,118.155134511,24.5041172989,118.155100359,24.5041311824,118.155102686,24.5041263896,118.155136838,24.504121844225,118.15511859850001,云顶中路,5.448165837010568,627,3.5018319485516467,1.555804480927168
云顶中路0_R_41,24.5041421271,118.154995501,24.5041305769,118.154993543,24.5041354324,118.154959804,24.5041469186,118.154961752,24.5041421271,118.154995501,24.50413876375,118.15497765,云顶中路,4.48152162492543,628,3.461533492255934,1.2946636613372053
云顶中路0_R_42,24.5041787382,118.154913747,24.5041714778,118.15490291,24.5042007842,118.154879461,24.5042080446,118.154890299,24.5041787382,118.154913747,24.504189761199996,118.15489660425,云顶中路,5.476641771339078,629,4.023133294731612,1.361287675581336
云顶中路0_R_43,24.505444427,118.155082504,24.5054036846,118.155075501,24.5054057281,118.155059839,24.5054467552,118.15506632,24.505444427,118.155082504,24.505425148725,118.155071041,云顶中路,7.324892343408948,630,4.568327820731856,1.6034077743211266
云顶中路0_R_44,24.5056747099,118.155129291,24.5056332975,118.155122315,24.5056353362,118.155105743,24.5056774532,118.15511288,24.5056747099,118.155129291,24.5056551992,118.15511755725,云顶中路,7.865452604595801,631,4.641236218687698,1.6946891375461481
云顶中路0_R_45,24.5057284213,118.1551377,24.5056886588,118.155131686,24.5056912006,118.155114718,24.5057313476,118.15512132,24.5057284213,118.1551377,24.505709907075,118.15512635600001,云顶中路,7.748130683816822,632,4.446292572102277,1.7426047787389265
云顶中路0_R_46,24.5057794326,118.155145179,24.5057430275,118.1551389,24.5057448091,118.155125612,24.5057814312,118.155132076,24.5057794326,118.155145179,24.505762175100003,118.15513544174999,云顶中路,5.556562888342489,633,4.082338157213282,1.3611226396138514
云顶中路0_R_47,24.5058334161,118.155154129,24.5057980781,118.155148412,24.5057998864,118.155135062,24.5058352243,118.155140779,24.5058334161,118.155154129,24.505816651225,118.1551445955,云顶中路,5.4121099159014125,634,3.956887009449102,1.3677696388542857
云顶中路0_R_48,24.5060496368,118.155194672,24.5060143748,118.155188223,24.5060163861,118.155173939,24.5060518193,118.155180421,24.5060496368,118.155194672,24.50603305425,118.15518431375,云顶中路,5.800493790726045,635,3.960126215788372,1.4647244745888226
云顶中路0_R_49,24.5064401676,118.155263337,24.5063955399,118.155258472,24.5063970525,118.15524294,24.506441648,118.155248125,24.5064401676,118.155263337,24.506418601999997,118.1552532185,云顶中路,7.8642055579011405,636,4.967743380042127,1.5830539052189228
云顶中路0_R_5,24.4868215487,118.147999016,24.4867787712,118.147997583,24.4867792739,118.147979656,24.4868220515,118.147981088,24.4868215487,118.147999016,24.486800411325,118.14798933575,云顶中路,8.618351036584203,637,4.740488724655783,1.8180300676086933
云顶中路0_R_50,24.5065493509,118.15527869,24.5065047241,118.155273825,24.5065062359,118.155258293,24.5065508322,118.155263478,24.5065493509,118.15527869,24.506527785775,118.1552685715,云顶中路,7.86399527357652,638,4.967644212076062,1.5830431765744397
云顶中路0_R_51,24.5066146953,118.155276825,24.5065700685,118.155271959,24.5065715803,118.155256428,24.5066161757,118.155261613,24.5066146953,118.155276825,24.50659312995,118.15526670624999,云顶中路,7.86350656404718,639,4.967654289370232,1.5829415869122538
云顶中路0_R_52,24.5068438626,118.15531131,24.5068087574,118.15530667,24.5068101345,118.155294225,24.5068451815,118.155299386,24.5068438626,118.15531131,24.506826984,118.15530289775,云顶中路,4.9762015768930254,640,3.9167813797753492,1.2704823410844648
云顶中路0_R_53,24.5070770671,118.155344439,24.507041962,118.155339799,24.507043339,118.155327355,24.5070783861,118.155332515,24.5070770671,118.155344439,24.50706018855,118.155336027,云顶中路,4.975779275489618,641,3.916770397836107,1.2703780845153907
云顶中路0_R_54,24.5071355386,118.155351042,24.5071004344,118.155346402,24.5071018115,118.155333958,24.5071368585,118.155339118,24.5071355386,118.155351042,24.50711866075,118.15534263,云顶中路,4.975656496757273,642,3.9166714342293627,1.2703788357820918
云顶中路0_R_55,24.5076867057,118.155481876,24.5076418991,118.155479742,24.5076426152,118.155464142,24.5076874067,118.155466598,24.5076867057,118.155481876,24.507664656675,118.15547308949999,云顶中路,7.864069776381597,643,4.967740561905628,1.583027470614314
云顶中路0_R_56,24.5077399053,118.155484253,24.5076950883,118.155482431,24.5076957133,118.155466827,24.5077405179,118.15546897,24.5077399053,118.155484253,24.5077178062,118.15547562025,云顶中路,7.8635282849717925,644,4.967615574763845,1.5829582959115382
云顶中路0_R_57,24.5083681282,118.155482554,24.5083677287,118.155466819,24.5084047508,118.155465491,24.5084052244,118.155481222,24.5083681282,118.155482554,24.508386458025,118.1554740215,云顶中路,6.545596010531141,645,4.10298392124786,1.5953257765973399
云顶中路0_R_58,24.5087339566,118.155448531,24.5087335563,118.155432796,24.5087705784,118.155431467,24.5087710519,118.155447199,24.5087339566,118.155448531,24.5087522858,118.15543999825,云顶中路,6.545592775259343,646,4.1029874331692975,1.5953236225740248
云顶中路0_R_59,24.5093889235,118.155453175,24.5093875696,118.155436302,24.5094724871,118.155428164,24.5094738467,118.155445117,24.5093889235,118.155453175,24.509430706725002,118.1554406895,云顶中路,16.20814828619683,647,9.442031430518519,1.7165954599355475
云顶中路0_R_6,24.4907826924,118.149224858,24.490740439,118.149208052,24.49074501,118.149194328,24.490787204,118.14921111,24.4907826924,118.149224858,24.49076383635,118.149209587,云顶中路,7.373113422414391,648,4.980590621630438,1.4803692940337947
云顶中路0_R_60,24.5094896194,118.155443932,24.509488452,118.155426042,24.5095326242,118.155422601,24.5095338629,118.155440485,24.5094896194,118.155443932,24.509511139625,118.155433265,云顶中路,8.91616541489865,649,4.9051742909941645,1.8177061376327877
云顶中路0_R_61,24.5095505613,118.155436761,24.5095493948,118.155418872,24.5095935661,118.15541543,24.5095948049,118.155433314,24.5095505613,118.155436761,24.509572081775,118.15542609425,云顶中路,8.91546291450275,650,4.90508208759845,1.8175970871198612
云顶中路0_R_7,24.4908003439,118.149287212,24.4907589933,118.149270984,24.4907648394,118.149253989,24.49080619,118.149270217,24.4908003439,118.149287212,24.49078259165,118.14927060049999,云顶中路,8.956235785469284,651,4.866628744334971,1.840336762054193
云顶中路0_R_8,24.4911331051,118.149407106,24.4910935451,118.149393891,24.491098506,118.149374953,24.4911380659,118.149388168,24.4911331051,118.149407106,24.491115805525002,118.14939102950001,云顶中路,9.148926870563251,652,4.582041864783192,1.9966921168661453
云顶中路0_R_9,24.4911870208,118.149423963,24.4911477236,118.149411674,24.4911528352,118.149392154,24.4911921323,118.149404443,24.4911870208,118.149423963,24.491169927975,118.1494080585,云顶中路,9.317582427845105,653,4.527494335645525,2.0579997979205897
云顶中路_L_B29001,24.488409,118.147755,24.488451,118.147768,24.488447,118.147782,24.488405,118.147769,24.488409,118.147755,24.488428,118.1477685,云顶中路,7.188220874473737,654,4.835169165340661,1.4866534403801552
云顶中路_L_B29002,24.487962,118.147637,24.48801,118.147649,24.488007,118.147664,24.487959,118.147652,24.487962,118.147637,24.4879845,118.1476505,云顶中路,8.488513899040443,655,5.454102882471575,1.5563538279266558
云顶中路_L_B29003,24.487348,118.147536,24.487386,118.147541,24.487384,118.147556,24.487346,118.14755,24.487348,118.147536,24.487366,118.14754575,云顶中路,6.514084617960046,656,4.239485931471181,1.536527004277506
云顶中路_L_B29004,24.486569,118.147492,24.48661,118.147493,24.48661,118.147508,24.486568,118.147507,24.486569,118.147492,24.48658925,118.14750000000001,云顶中路,6.9068056242259805,657,4.542508417177172,1.5204827355098314
云顶中路_L_B29005,24.485995,118.147474,24.48604,118.147475,24.48604,118.147489,24.485994,118.147488,24.485995,118.147474,24.48601725,118.1474815,云顶中路,7.074996389866658,658,4.9854687258922725,1.4191236128154454
云顶中路_L_B29006,24.484428,118.147491,24.484459,118.147492,24.484459,118.147509,24.484427,118.147508,24.484428,118.147491,24.48444325,118.14750000000001,云顶中路,5.9197177197318975,659,3.435219231646349,1.723243065594634
云顶中路_L_B29007,24.483893,118.147406,24.483938,118.147408,24.483937,118.147422,24.483892,118.14742,24.483893,118.147406,24.483915,118.147414,云顶中路,7.10102917595645,660,4.988558024042625,1.4234632817204202
云顶中路_L_B29008,24.483379,118.147389,24.483484,118.147392,24.483483,118.147408,24.483379,118.147404,24.483379,118.147389,24.48343125,118.14739825,云顶中路,18.91353210402057,661,11.634326725851981,1.6256662331816658
云顶中路_L_B29009,24.4821,118.147349,24.482173,118.14735,24.482173,118.147364,24.4821,118.147363,24.4821,118.147349,24.4821365,118.1473565,云顶中路,11.476090323719646,662,8.086497513861827,1.419166988433175
云顶中路_L_B29010,24.480824,118.147304,24.480926,118.147308,24.480925,118.147322,24.480823,118.147318,24.480824,118.147304,24.4808745,118.147313,云顶中路,16.09309708253991,663,11.305325930158748,1.423496959040254
云顶中路_L_B29011,24.479873,118.147276,24.479911,118.147303,24.479902,118.14732,24.479864,118.147293,24.479873,118.147276,24.479887499999997,118.14729799999999,云顶中路,9.995591815405675,664,5.020715264646491,1.990870082952108
云顶中路(吕岭路至莲前东路段)_R_1,24.484270345,118.1478768392,24.4841644939,118.1478717364,24.4841650957,118.14785683,24.4842709468,118.1478619328,24.484270345,118.1478768392,24.484217720349996,118.1478668346,云顶中路吕岭路至莲前东路段,17.750671152480887,665,11.73602959286084,1.5124937281411444
云顶中路(吕岭路至莲前东路段)_R_2,24.4833869614,118.1478538016,24.4833107712,118.1478498352,24.4833113839,118.1478357836,24.4833875741,118.14783975,24.4833869614,118.1478538016,24.48334917265,118.1478447926,云顶中路吕岭路至莲前东路段,12.047993062602403,666,8.448799048484682,1.426000665119766
云顶中路(吕岭路至莲前东路段)_R_3,24.4821852769,118.1478111061,24.4821160944,118.1478082721,24.4821166339,118.1477925464,24.4821858164,118.1477953804,24.4821852769,118.1478111061,24.4821509554,118.14780182625,云顶中路吕岭路至莲前东路段,12.2327831723839,667,7.668398911525558,1.5952199818397683
云顶中路(吕岭路至莲前东路段)_R_4,24.4814924742,118.1477904239,24.4812976531,118.1477810397,24.4812983261,118.1477643583,24.4814931472,118.1477737424,24.4814924742,118.1477904239,24.48139540015,118.14777739107501,云顶中路吕岭路至莲前东路段,36.56146064861927,668,21.600359801292402,1.6926320202514267
云顶中路(吕岭路至莲前东路段)_R_5,24.4801226124,118.1477570432,24.479987211,118.1477566349,24.4799872508,118.1477408739,24.4801226522,118.1477412822,24.4801226124,118.1477570432,24.480054931599998,118.14774895855,云顶中路吕岭路至莲前东路段,23.962192338620852,669,14.997820818846009,1.5977116027756757
云顶中路(莲前东路至吕岭路)_L_1,24.4817060961,118.1473327539,24.4818555483,118.1473381808,24.4818550686,118.1473539533,24.4817056164,118.1473485264,24.4817060961,118.1473327539,24.481780582349998,118.1473433536,云顶中路莲前东路至吕岭路,26.496726129116055,670,16.563245439316276,1.5997303322101728
云顶北路0_L_1,24.5100764672,118.15494482,24.5100740887,118.154929595,24.5101513873,118.154914873,24.5101538115,118.154930381,24.5100764672,118.15494482,24.510113938675,118.15492991725,云顶北路,13.604404520189298,671,8.691057831483514,1.5653335628382425
云顶北路0_L_10,24.5150144338,118.153744695,24.5150129534,118.153728166,24.5151037518,118.153716721,24.5151051224,118.153733447,24.5150144338,118.153744695,24.515059065350002,118.15373075724999,云顶北路,17.039732329086277,672,10.124010055009848,1.6831010870691696
云顶北路0_L_11,24.5154617649,118.153654272,24.5154578015,118.153634287,24.5155018358,118.153623481,24.5155054008,118.153641272,24.5154617649,118.153654272,24.515481700749998,118.153638328,云顶北路,10.359562205277467,673,4.998917470014258,2.072361119666158
云顶北路0_L_12,24.5155313809,118.153637622,24.5155277777,118.153616565,24.5155718894,118.153606273,24.5155756941,118.153625773,24.5155313809,118.153637622,24.515551685524997,118.15362155825,云顶北路,10.846475369919395,674,4.99614911630363,2.1709671023478365
云顶北路0_L_13,24.5155854603,118.153623524,24.5155826561,118.153608946,24.5157075833,118.153578821,24.5157104887,118.153593163,24.5155854603,118.153623524,24.515646547099998,118.1536011135,云顶北路,21.392624537958277,675,14.1704278288086,1.5096668072693535
云顶北路0_L_14,24.5160970603,118.153499146,24.5160937372,118.153482777,24.5161478787,118.153469991,24.5161510951,118.153486152,24.5160970603,118.153499146,24.516122442825,118.15348451649999,云顶北路,10.42536293769236,676,6.135411171813342,1.699211779902782
云顶北路0_L_15,24.5161953897,118.153475546,24.5161917998,118.153456284,24.5162360106,118.153446022,24.5162396073,118.15346556,24.5161953897,118.153475546,24.51621570185,118.15346085299998,云顶北路,9.973124368563978,677,5.006251491342664,1.9921341118820244
云顶北路0_L_16,24.5173008573,118.153210151,24.5172976073,118.153194129,24.5173517152,118.153181018,24.5173553124,118.153196955,24.5173008573,118.153210151,24.51732637305,118.15319556325,云顶北路,10.209539144426259,678,6.138816046727259,1.6631120832931936
云顶北路0_L_17,24.51764651,118.153101602,24.517640449,118.153082859,24.5176828379,118.153066483,24.51768905,118.153085167,24.51764651,118.153101602,24.517664711725,118.15308402775,云顶北路,10.032408874913452,679,4.979898030140262,2.014581185035004
云顶北路0_L_18,24.5177428949,118.153073395,24.5177389527,118.153054159,24.5177832081,118.153043957,24.5177870606,118.153063123,24.5177428949,118.153073395,24.517763029075,118.1530586585,云顶北路,10.00809621114473,680,5.0098239702863445,1.9976941845668683
云顶北路0_L_19,24.5178108454,118.153127027,24.5178077912,118.153110898,24.5178882733,118.153091589,24.5178915038,118.153107676,24.5178108454,118.153127027,24.517849603425,118.1531092975,云顶北路,15.234275097127668,681,9.126893133249459,1.6691633039537728
云顶北路0_L_2,24.5122317445,118.154431794,24.5122296724,118.154415447,24.5123219056,118.154400654,24.5123240979,118.154416981,24.5122317445,118.154431794,24.512276855099998,118.154416219,云顶北路,17.26980963185101,682,10.325687280772717,1.672509457458471
云顶北路0_L_20,24.5194322306,118.152667488,24.5194287341,118.152651346,24.5194823242,118.152637477,24.5194860377,118.152653564,24.5194322306,118.152667488,24.519457331650003,118.15265246874999,云顶北路,10.254458337669588,683,6.10006959925194,1.6810395637005693
云顶北路0_L_A20001,24.530368,118.149152,24.530403,118.149137,24.530408,118.149153,24.530374,118.149167,24.530368,118.149152,24.53038825,118.14915225000001,云顶北路,7.134267292194883,684,4.164121377846217,1.713270734650126
云顶北路0_L_A20002,24.530269,118.149192,24.530303,118.149178,24.530309,118.149193,24.530274,118.149207,24.530269,118.149192,24.530288749999997,118.1491925,云顶北路,6.676041033614117,685,4.024372552408271,1.6589023373641267
云顶北路0_L_A20003,24.530209,118.149216,24.530246,118.149202,24.530251,118.149217,24.530214,118.149231,24.530209,118.149216,24.530230000000003,118.1492165,云顶北路,7.015900138375345,686,4.3369220659684,1.6177141372746229
云顶北路0_L_21,24.5195987751,118.152623888,24.5195946314,118.152605025,24.5196386328,118.152593803,24.51964274,118.152612706,24.5195987751,118.152623888,24.519618694825,118.1526088555,云顶北路,9.838817264554983,687,5.004767192602642,1.9658890985173836
云顶北路0_L_22,24.5196597272,118.152608155,24.5196555556,118.152589409,24.519699387,118.152577989,24.5197034131,118.152596881,24.5196597272,118.152608155,24.519679520725003,118.15259310849999,云顶北路,9.757939817159086,688,4.991045700220547,1.9550892544878715
云顶北路0_L_23,24.5199246229,118.152555813,24.5199208175,118.152538748,24.5200102543,118.152515283,24.5200140045,118.152532361,24.5199246229,118.152555813,24.5199674248,118.15253555125,云顶北路,18.134259788417186,689,10.187932406053518,1.7799744899801337
云顶北路0_L_24,24.5202041343,118.152550569,24.5201997864,118.15253126,24.5202438795,118.152519852,24.5202481386,118.152538963,24.5202041343,118.152550569,24.5202239847,118.152535161,云顶北路,10.113927085338068,690,5.018966526109864,2.0151413707828096
云顶北路0_L_25,24.5202068653,118.152464843,24.5202029502,118.152445597,24.5202469406,118.152434632,24.5202512803,118.152453823,24.5202068653,118.152464843,24.5202270091,118.15244972375001,云顶北路,9.985415857693287,691,4.99772481665974,1.9979923313118912
云顶北路0_L_26,24.5202714718,118.152533206,24.5202671416,118.152513957,24.5203112088,118.152502381,24.52031554,118.152521512,24.5202714718,118.152533206,24.52029134055,118.15251776400001,云顶北路,10.084266774866212,692,5.020125807375708,2.0087677404518685
云顶北路0_L_27,24.5202703979,118.152446903,24.5202639752,118.152428592,24.5203058421,118.152410829,24.5203127524,118.152429106,24.5202703979,118.152446903,24.5202882419,118.1524288575,云顶北路,9.885930231073962,693,4.97452932473021,1.9873096700681563
云顶北路0_L_28,24.5203862208,118.152503717,24.5203819015,118.15248421,24.5204359703,118.152470298,24.5204401636,118.152489744,24.5203862208,118.152503717,24.52041106405,118.15248699224999,云顶北路,12.513802784491137,694,6.152674067192815,2.033880333628759
云顶北路0_L_29,24.5214605246,118.152171581,24.5214561843,118.152152459,24.5215003132,118.152141091,24.521504608,118.152160251,24.5214605246,118.152171581,24.521480407525,118.1521563455,云顶北路,10.026327019483245,695,5.021892130864898,1.99652377195853
云顶北路0_L_3,24.5123408189,118.154414309,24.5123357941,118.154397966,24.5124109011,118.154373663,24.5124153757,118.154390184,24.5123408189,118.154414309,24.51237572245,118.15439403050001,云顶北路,15.159899376016947,696,8.676213108098938,1.7472944920942197
云顶北路0_L_30,24.5215167462,118.152157086,24.5215124866,118.152138044,24.5215564181,118.152126506,24.5215608671,118.15214558,24.5215167462,118.152157086,24.521536629499998,118.152141804,云顶北路,9.94172346320508,697,5.004609266261751,1.9865134187850715
云顶北路0_L_31,24.5215702638,118.152143248,24.5215659502,118.152124176,24.5216098639,118.152112608,24.5216141503,118.15213169,24.5215702638,118.152143248,24.52159005705,118.1521279305,云顶北路,9.961240570584158,698,5.003403550630692,1.9908928931643977
云顶北路0_L_32,24.5221535282,118.151992665,24.5221498238,118.151975375,24.5222036744,118.151961658,24.5222073974,118.15197888,24.5221535282,118.151992665,24.52217860595,118.1519771445,云顶北路,11.021406924348645,699,6.124632261005615,1.7995214169052849
云顶北路0_L_33,24.5225995604,118.151878323,24.5225957923,118.151861101,24.5226497529,118.151847168,24.5226531865,118.151864456,24.5225995604,118.151878323,24.522624573025,118.15186276200001,云顶北路,11.020509443312513,700,6.1414936203786405,1.7944347294841065
云顶北路0_L_34,24.5227231243,118.151848202,24.5227189383,118.151828953,24.5227719043,118.151815238,24.5227759547,118.151834496,24.5227231243,118.151848202,24.5227474804,118.15183172225,云顶北路,12.088406338204221,701,6.029199034525145,2.0049771568299692
云顶北路0_L_35,24.5228731941,118.151809384,24.5228689608,118.15179043,24.5229218812,118.151776764,24.5229261499,118.151795816,24.5228731941,118.151809384,24.522897546499998,118.15179309850001,云顶北路,11.908586328614696,702,6.023140365553591,1.977139101177193
云顶北路0_L_36,24.5229481557,118.151790127,24.5229440035,118.151771184,24.5229968156,118.151757526,24.5230010937,118.15177652,24.5229481557,118.151790127,24.522972517125,118.15177383925,云顶北路,11.865921920720817,703,6.011279606026548,1.97394277065814
云顶北路0_L_37,24.5234020065,118.151677956,24.5233982497,118.151661602,24.5234386417,118.151651383,24.5234424006,118.151667441,24.5234020065,118.151677956,24.523420324625,118.1516645955,云顶北路,7.846892417323551,704,4.592333472739671,1.7086939491443969
云顶北路0_L_38,24.5268739663,118.150601607,24.5268686051,118.150586119,24.5269074347,118.150570061,24.526912795,118.150585551,24.5268739663,118.150601607,24.526890700275,118.1505858345,云顶北路,7.716491551416533,705,4.5985180832126495,1.6780387533075836
云顶北路0_L_39,24.5287221464,118.149875269,24.5287173651,118.149861856,24.5287562422,118.149845475,24.528760951,118.149858927,24.5287221464,118.149875269,24.528739176174998,118.14986038174999,云顶北路,6.732049037209984,706,4.6151027515758205,1.4586997082375546
云顶北路0_L_4,24.5128812117,118.154305734,24.512878033,118.154290915,24.5129164652,118.154281068,24.5129192713,118.154295984,24.5128812117,118.154305734,24.5128987453,118.15429342525,云顶北路,6.7445811446343615,707,4.372375402646147,1.5425439317384695
云顶北路0_L_40,24.5303219603,118.149190155,24.5303150958,118.14917173,24.5303530687,118.149156731,24.5303596117,118.14917469,24.5303219603,118.149190155,24.530337434125002,118.1491733265,云顶北路,9.015692159931229,708,4.472278124950274,2.015905967393625
云顶北路0_L_41,24.5311824486,118.148778425,24.5311767482,118.148762417,24.5312283344,118.148741376,24.5312339929,118.148756968,24.5311824486,118.148778425,24.531205381025,118.14875979649999,云顶北路,10.615865316318594,709,6.0988111591797125,1.740645027242723
云顶北路0_L_42,24.5312233147,118.148836294,24.5312178468,118.148820578,24.5312567855,118.148804392,24.5312622093,118.148819982,24.5312233147,118.148836294,24.531240039075,118.1488203115,云顶北路,7.861927933063711,710,4.614399430874037,1.703781402290643
云顶北路0_L_43,24.5318338366,118.148511517,24.5318284733,118.148496282,24.5318717461,118.148478756,24.5318771288,118.148493804,24.5318338366,118.148511517,24.5318527962,118.14849508975,云顶北路,8.455108102166605,711,5.111567932365051,1.6541124394789262
云顶北路0_L_44,24.5323615843,118.14833223,24.5323556461,118.148316624,24.5324074639,118.148295979,24.5324134021,118.148311584,24.5323615843,118.14833223,24.5323845241,118.14831410425,云顶北路,10.462729665703517,712,6.108989684701,1.7126775793885805
云顶北路0_L_45,24.5327898673,118.148156181,24.5327841695,118.148141012,24.5328361906,118.148119747,24.5328419683,118.148135104,24.5327898673,118.148156181,24.532813048925,118.148138011,云顶北路,10.221818730410023,713,6.15187182085691,1.6615786264848085
云顶北路0_L_46,24.5335460365,118.147846762,24.5335399168,118.147831273,24.5336427315,118.147788722,24.5336480777,118.147803828,24.5335460365,118.147846762,24.533594190624996,118.14781764625,云顶北路,20.818130385511385,714,12.1772294715172,1.7095949808784863
云顶北路0_L_47,24.5338089378,118.147738379,24.5338031274,118.147722577,24.533906417,118.147680473,24.5339115193,118.147695617,24.5338089378,118.147738379,24.533857500375,118.1477092615,云顶北路,21.071547739486448,715,12.210536997779815,1.725685589693376
云顶北路0_L_48,24.5342119114,118.14764385,24.5342058461,118.147628332,24.5342443334,118.147608355,24.5342503987,118.147623873,24.5342119114,118.14764385,24.5342281224,118.1476261025,云顶北路,8.069490963261648,716,4.719251808547429,1.7099089624008457
云顶北路0_L_49,24.5344078131,118.147476439,24.5343647293,118.147498803,24.5343579928,118.147483703,24.5344151605,118.147453958,24.5344078131,118.147476439,24.534386423925,118.14747822575,云顶北路,8.993074617026503,717,5.28291692500268,1.7022934005387451
云顶北路0_L_5,24.5142541237,118.153921271,24.5142497842,118.153902071,24.5142896837,118.153892522,24.514293553,118.153911834,24.5142541237,118.153921271,24.51427178615,118.15390692449999,云顶北路,9.067789278656248,718,4.5242064538271185,2.0042828220152553
云顶北路0_L_50,24.5347783367,118.147379335,24.5347725857,118.147364027,24.534811478,118.14734799,24.5348170204,118.147363424,24.5347783367,118.147379335,24.534794855199998,118.14736369399999,云顶北路,7.7204828262730425,719,4.6042312234068685,1.676823437325184
云顶北路0_L_51,24.5348247647,118.147359962,24.5348196374,118.147344542,24.534856895,118.147327434,24.5348616003,118.147342545,24.5348247647,118.147359962,24.53484072435,118.14734362075001,云顶北路,7.441529714635451,720,4.476172789880743,1.6624759731032888
云顶北路0_L_52,24.5353120671,118.147083851,24.5353069559,118.147068687,24.5353586155,118.147047458,24.5353639988,118.147062456,24.5353120671,118.147083851,24.535335409325,118.14706561300001,云顶北路,10.01016295991068,721,6.1130846461958805,1.6374978491652192
