FENCE_ID,FENCE_LOC
仙岳路0_L_114,"[118.175402086,24.5112268523],[118.17540182,24.5112143486],[118.175353909,24.5112152038],[118.175354175,24.5112277084],[118.175402086,24.5112268523]"
仙岳路0_L_115,"[118.177524063,24.5131361697],[118.177487496,24.5130928312],[118.177473439,24.5131027593],[118.177510006,24.5131460987],[118.177524063,24.5131361697]"
仙岳路0_L_12,"[118.090062992,24.492329084],[118.090054905,24.4923128477],[118.090002284,24.4923347235],[118.090010412,24.4923510688],[118.090062992,24.492329084]"
仙岳路0_L_13,"[118.090110501,24.4923091524],[118.090102166,24.4922929874],[118.090054905,24.4923128477],[118.090062992,24.492329084],[118.090110501,24.4923091524]"
仙岳路0_L_14,"[118.090150018,24.4923023803],[118.090141932,24.4922862975],[118.09010676,24.4923009901],[118.090114655,24.492317226],[118.090150018,24.4923023803]"
仙岳路0_L_15,"[118.090191428,24.4922857009],[118.090183438,24.4922690948],[118.090141932,24.4922862975],[118.090150018,24.4923023803],[118.090191428,24.4922857009]"
仙岳路0_L_16,"[118.090234158,24.4922672103],[118.090226018,24.4922511089],[118.090183438,24.4922690948],[118.090191428,24.4922857009],[118.090234158,24.4922672103]"
仙岳路0_L_17,"[118.090456866,24.4921879528],[118.090449858,24.4921710245],[118.090403236,24.4921901093],[118.090411057,24.4922062997],[118.090456866,24.4921879528]"
仙岳路0_L_18,"[118.090514967,24.4921665969],[118.090507214,24.4921515534],[118.090459305,24.4921695426],[118.090467057,24.4921845861],[118.090514967,24.4921665969]"
仙岳路0_L_19,"[118.081493448,24.4951692786],[118.081447272,24.4951671991],[118.081446345,24.4951844573],[118.081493023,24.4951865594],[118.081493448,24.4951692786]"
仙岳路0_L_2,"[118.086780027,24.4936898607],[118.086772902,24.4936757305],[118.086741729,24.4936882587],[118.086748539,24.4937024363],[118.086780027,24.4936898607]"
仙岳路0_L_20,"[118.082476172,24.4951650623],[118.082474848,24.4951498973],[118.082430059,24.4951541542],[118.082431231,24.495168905],[118.082476172,24.4951650623]"
仙岳路0_L_A14001,"[118.128999,24.501927],[118.128966,24.501929],[118.128967,24.501942],[118.129,24.501939],[118.128999,24.501927]"
仙岳路0_L_A14002,"[118.122119,24.501486],[118.12205,24.501362],[118.122034,24.501369],[118.122104,24.501494],[118.122119,24.501486]"
仙岳路0_L_A14003,"[118.12293,24.501845],[118.122866,24.501811],[118.122858,24.501822],[118.122922,24.501857],[118.12293,24.501845]"
仙岳路0_L_21,"[118.139280533,24.5017768435],[118.139279424,24.5017599616],[118.139240424,24.5017621073],[118.139241533,24.5017789892],[118.139280533,24.5017768435]"
仙岳路0_L_22,"[118.141143542,24.5017504417],[118.141106404,24.5017465276],[118.14110449,24.5017627941],[118.141141658,24.5017664561],[118.141143542,24.5017504417]"
仙岳路0_L_23,"[118.144397459,24.5018152215],[118.144390859,24.5017981846],[118.144352181,24.50181073],[118.144358782,24.5018277669],[118.144397459,24.5018152215]"
仙岳路0_L_24,"[118.147096076,24.5020058683],[118.147083294,24.5020042548],[118.147078082,24.5020388015],[118.147090864,24.5020404159],[118.147096076,24.5020058683]"
仙岳路0_L_25,"[118.148492123,24.5021030692],[118.14845506,24.5020981833],[118.148453424,24.5021085712],[118.148490359,24.5021134401],[118.148492123,24.5021030692]"
仙岳路0_L_26,"[118.148882465,24.5021669278],[118.148838062,24.5021622043],[118.14883633,24.5021758382],[118.148880733,24.5021805607],[118.148882465,24.5021669278]"
仙岳路0_L_27,"[118.151328371,24.5022523645],[118.151289076,24.5022523979],[118.15128909,24.5022666377],[118.151328385,24.5022666043],[118.151328371,24.5022523645]"
仙岳路0_L_28,"[118.138918232,24.5017922203],[118.138917357,24.5017777712],[118.138859654,24.501780697],[118.138860529,24.5017951452],[118.138918232,24.5017922203]"
仙岳路0_L_29,"[118.137156683,24.5018776878],[118.137155438,24.5018632153],[118.13709745,24.501867391],[118.137098695,24.5018818635],[118.137156683,24.5018776878]"
仙岳路0_L_3,"[118.088333581,24.4930588489],[118.088327644,24.4930469255],[118.088276934,24.4930679303],[118.088282889,24.4930799538],[118.088333581,24.4930588489]"
仙岳路0_L_30,"[118.136562204,24.5019170599],[118.136560559,24.5019002823],[118.136521196,24.5019035151],[118.136522842,24.5019202918],[118.136562204,24.5019170599]"
仙岳路0_L_31,"[118.13651516,24.5019279494],[118.136513326,24.5019143922],[118.136468434,24.5019194792],[118.136470268,24.5019330355],[118.13651516,24.5019279494]"
仙岳路0_L_32,"[118.13519064,24.5020808706],[118.135189941,24.5020668932],[118.135151126,24.5020685166],[118.135151824,24.502082494],[118.13519064,24.5020808706]"
仙岳路0_L_33,"[118.127017261,24.5026328176],[118.127015536,24.5026163383],[118.126962067,24.5026200305],[118.126963505,24.5026365291],[118.127017261,24.5026328176]"
仙岳路0_L_34,"[118.126950074,24.5026374563],[118.126948714,24.5026209526],[118.126894958,24.502624664],[118.126896318,24.5026411686],[118.126950074,24.5026374563]"
仙岳路0_L_35,"[118.126806165,24.5026473931],[118.126804804,24.5026308885],[118.12674657,24.5026349096],[118.12674793,24.5026514142],[118.126806165,24.5026473931]"
仙岳路0_L_36,"[118.126640609,24.5026588238],[118.126639248,24.5026423192],[118.126590554,24.5026456813],[118.126591916,24.5026621859],[118.126640609,24.5026588238]"
仙岳路0_L_37,"[118.126474296,24.50267936],[118.126473011,24.5026611641],[118.126424304,24.5026653278],[118.126425589,24.5026835238],[118.126474296,24.50267936]"
仙岳路0_L_38,"[118.125927033,24.5027196407],[118.125925749,24.5027014447],[118.125877925,24.502704273],[118.125879005,24.5027224813],[118.125927033,24.5027196407]"
仙岳路0_L_39,"[118.125764374,24.5027284003],[118.125763176,24.5027104592],[118.12571501,24.5027131518],[118.125716482,24.5027310773],[118.125764374,24.5027284003]"
仙岳路0_L_4,"[118.088378188,24.4930411044],[118.08837172,24.4930286369],[118.088327644,24.4930469255],[118.088333581,24.4930588489],[118.088378188,24.4930411044]"
仙岳路0_L_40,"[118.125689141,24.5027328338],[118.125687922,24.5027144695],[118.12563929,24.5027171737],[118.125640391,24.5027355444],[118.125689141,24.5027328338]"
仙岳路0_L_41,"[118.124981431,24.5027291186],[118.124923474,24.5027270862],[118.124922823,24.5027426174],[118.124980563,24.5027446424],[118.124981431,24.5027291186]"
仙岳路0_L_42,"[118.124897548,24.5027266746],[118.124852842,24.5027243448],[118.12485186,24.5027401131],[118.124896596,24.5027419643],[118.124897548,24.5027266746]"
仙岳路0_L_43,"[118.124816724,24.5027224628],[118.124765851,24.5027198115],[118.124764538,24.5027352302],[118.124815763,24.5027378997],[118.124816724,24.5027224628]"
仙岳路0_L_44,"[118.124039927,24.502635915],[118.123982027,24.5026258838],[118.123979184,24.5026422257],[118.124037406,24.5026519656],[118.124039927,24.502635915]"
仙岳路0_L_45,"[118.123293429,24.5024614744],[118.123251369,24.5024476151],[118.123245797,24.502462235],[118.123287669,24.5024760326],[118.123293429,24.5024614744]"
仙岳路0_L_46,"[118.123216144,24.5024369997],[118.123168169,24.5024213429],[118.123162465,24.502436686],[118.123210303,24.5024524522],[118.123216144,24.5024369997]"
仙岳路0_L_47,"[118.123113512,24.5024032633],[118.123071406,24.5023898005],[118.123065863,24.5024044022],[118.12310794,24.5024178552],[118.123113512,24.5024032633]"
仙岳路0_L_48,"[118.122768882,24.5023935944],[118.122714436,24.5023703668],[118.122707349,24.5023843752],[118.122761432,24.5024078311],[118.122768882,24.5023935944]"
仙岳路0_L_49,"[118.122700144,24.5023639286],[118.122656127,24.5023453265],[118.122649209,24.5023594148],[118.122692555,24.5023781212],[118.122700144,24.5023639286]"
仙岳路0_L_5,"[118.089115589,24.4927333088],[118.089107959,24.4927178049],[118.089037896,24.492746405],[118.089045914,24.4927620722],[118.089115589,24.4927333088]"
仙岳路0_L_50,"[118.122641585,24.50233852],[118.122610098,24.5023244194],[118.122602994,24.502338816],[118.122634481,24.5023529166],[118.122641585,24.50233852]"
仙岳路0_L_51,"[118.122594825,24.5023176725],[118.122564784,24.5023041207],[118.122557156,24.5023183407],[118.122587171,24.50233188],[118.122594825,24.5023176725]"
仙岳路0_L_52,"[118.122548828,24.5022970178],[118.122510579,24.5022802233],[118.122503169,24.5022943523],[118.122541396,24.5023111371],[118.122548828,24.5022970178]"
仙岳路0_L_53,"[118.122465014,24.5022638442],[118.122357616,24.5022155362],[118.122350222,24.5022294114],[118.12245762,24.5022777194],[118.122465014,24.5022638442]"
仙岳路0_L_54,"[118.119375448,24.5007898929],[118.119345858,24.5007767759],[118.11933904,24.5007912262],[118.119368606,24.5008043813],[118.119375448,24.5007898929]"
仙岳路0_L_55,"[118.119331219,24.5007701296],[118.119299675,24.5007560341],[118.119292043,24.5007703144],[118.119323714,24.5007844072],[118.119331219,24.5007701296]"
仙岳路0_L_56,"[118.119284242,24.5007491373],[118.119257145,24.500737085],[118.119249485,24.5007514197],[118.119276598,24.5007634421],[118.119284242,24.5007491373]"
仙岳路0_L_57,"[118.119242894,24.5007306606],[118.11920973,24.5007158684],[118.119202036,24.5007302657],[118.119234993,24.5007449303],[118.119242894,24.5007306606]"
仙岳路0_L_58,"[118.119196541,24.5007099678],[118.119169935,24.500698059],[118.119162248,24.5007129292],[118.11918879,24.5007244729],[118.119196541,24.5007099678]"
仙岳路0_L_59,"[118.118813175,24.5005688422],[118.118784786,24.5005555916],[118.118777273,24.5005714463],[118.118805614,24.5005847902],[118.118813175,24.5005688422]"
仙岳路0_L_6,"[118.089176736,24.4927080886],[118.089168865,24.4926926749],[118.089107959,24.4927178049],[118.089115589,24.4927333088],[118.089176736,24.4927080886]"
仙岳路0_L_60,"[118.118768078,24.5005477907],[118.118730283,24.5005301442],[118.118721775,24.5005454032],[118.118759543,24.5005630968],[118.118768078,24.5005477907]"
仙岳路0_L_61,"[118.118699391,24.5005157269],[118.118659315,24.5004970095],[118.11865097,24.5005119739],[118.118691227,24.5005309219],[118.118699391,24.5005157269]"
仙岳路0_L_62,"[118.118185409,24.5002886398],[118.118145647,24.5002703072],[118.118137955,24.5002844985],[118.118177627,24.5003027885],[118.118185409,24.5002886398]"
仙岳路0_L_63,"[118.118121918,24.5002600288],[118.118075894,24.5002395968],[118.118068917,24.5002539463],[118.118115013,24.5002742414],[118.118121918,24.5002600288]"
仙岳路0_L_64,"[118.117375902,24.4999222672],[118.117330498,24.4999027972],[118.11732319,24.4999169261],[118.117368597,24.4999363897],[118.117375902,24.4999222672]"
仙岳路0_L_65,"[118.116447064,24.4995081083],[118.116395086,24.4994855488],[118.11638774,24.4995005121],[118.1164397,24.4995231186],[118.116447064,24.4995081083]"
仙岳路0_L_66,"[118.116377951,24.4994784224],[118.116339468,24.4994614068],[118.11633205,24.4994761972],[118.116370535,24.4994932182],[118.116377951,24.4994784224]"
仙岳路0_L_67,"[118.116247805,24.4994210986],[118.116202413,24.4994012156],[118.116195441,24.4994158005],[118.116240925,24.4994357857],[118.116247805,24.4994210986]"
仙岳路0_L_68,"[118.115042773,24.4988543607],[118.114992808,24.4988328402],[118.114986155,24.4988477369],[118.115036109,24.4988692565],[118.115042773,24.4988543607]"
仙岳路0_L_69,"[118.114589752,24.4986231124],[118.114547109,24.4986039452],[118.114540732,24.4986185184],[118.114583445,24.4986377131],[118.114589752,24.4986231124]"
仙岳路0_L_7,"[118.08946529,24.4925882687],[118.08945908,24.4925722364],[118.08940326,24.4925958015],[118.08940921,24.4926117337],[118.08946529,24.4925882687]"
仙岳路0_L_70,"[118.114116431,24.4984115341],[118.114061996,24.4983874763],[118.11405543,24.4984008134],[118.114108758,24.4984251637],[118.114116431,24.4984115341]"
仙岳路0_L_71,"[118.113845233,24.4983216361],[118.113812296,24.498306963],[118.11380512,24.498320829],[118.113837712,24.4983356013],[118.113845233,24.4983216361]"
仙岳路0_L_72,"[118.113754061,24.4982694821],[118.113711487,24.4982508567],[118.113703798,24.4982649124],[118.113746372,24.4982835378],[118.113754061,24.4982694821]"
仙岳路0_L_73,"[118.113282067,24.4980530087],[118.113230052,24.498027687],[118.113222352,24.4980416877],[118.113274495,24.498067226],[118.113282067,24.4980530087]"
仙岳路0_L_74,"[118.112973236,24.4978827505],[118.112932727,24.4978630553],[118.112924521,24.4978780843],[118.112965031,24.4978977795],[118.112973236,24.4978827505]"
仙岳路0_L_75,"[118.112475843,24.497718921],[118.112433843,24.4977004183],[118.11242722,24.4977143235],[118.112469285,24.497732684],[118.112475843,24.497718921]"
仙岳路0_L_76,"[118.112374373,24.4976751197],[118.112337536,24.49765758],[118.112329764,24.4976723602],[118.112366629,24.4976898492],[118.112374373,24.4976751197]"
仙岳路0_L_77,"[118.112276245,24.4976305977],[118.112237644,24.4976132786],[118.112230987,24.4976283855],[118.112269512,24.4976458442],[118.112276245,24.4976305977]"
仙岳路0_L_78,"[118.110159738,24.4967764691],[118.110143498,24.4967692848],[118.110117262,24.49681715],[118.110133503,24.4968243307],[118.110159738,24.4967764691]"
仙岳路0_L_79,"[118.107996708,24.4959912752],[118.107913968,24.495972311],[118.107909944,24.4959869606],[118.10799268,24.4960059276],[118.107996708,24.4959912752]"
仙岳路0_L_8,"[118.089519462,24.4925659368],[118.089511989,24.4925507405],[118.08945908,24.4925722364],[118.08946529,24.4925882687],[118.089519462,24.4925659368]"
仙岳路0_L_80,"[118.107543889,24.4958738499],[118.107469657,24.4958554143],[118.107464679,24.495872203],[118.107538926,24.4958904661],[118.107543889,24.4958738499]"
仙岳路0_L_81,"[118.106946818,24.4956512649],[118.106868484,24.4956296355],[118.106862614,24.4956474409],[118.106940948,24.4956690694],[118.106946818,24.4956512649]"
仙岳路0_L_82,"[118.106857769,24.4956260319],[118.10679319,24.4956082609],[118.106787315,24.4956264418],[118.106851984,24.4956439369],[118.106857769,24.4956260319]"
仙岳路0_L_83,"[118.106764374,24.495633559],[118.106684886,24.4956121004],[118.106679221,24.495629675],[118.106758709,24.4956511336],[118.106764374,24.495633559]"
仙岳路0_L_84,"[118.106675496,24.4956096291],[118.106605107,24.4955905636],[118.10659922,24.4956073997],[118.106669609,24.4956264651],[118.106675496,24.4956096291]"
仙岳路0_L_85,"[118.106300298,24.4955510032],[118.106258941,24.4955393626],[118.10625406,24.4955524045],[118.106295417,24.495564045],[118.106300298,24.4955510032]"
仙岳路0_L_86,"[118.106239787,24.4955336002],[118.106197123,24.4955222192],[118.106192142,24.4955356337],[118.106234806,24.4955470147],[118.106239787,24.4955336002]"
仙岳路0_L_87,"[118.105043755,24.4952016835],[118.105003175,24.4951907419],[118.104999204,24.4952037337],[118.10503951,24.4952148398],[118.105043755,24.4952016835]"
仙岳路0_L_88,"[118.103876601,24.4948879575],[118.103839204,24.4948777235],[118.103833931,24.4948929634],[118.103871724,24.49490333],[118.103876601,24.4948879575]"
仙岳路0_L_89,"[118.102660635,24.4945304277],[118.102515784,24.4944922541],[118.102510463,24.4945087762],[118.102655133,24.4945476643],[118.102660635,24.4945304277]"
仙岳路0_L_9,"[118.089597141,24.4925345409],[118.089589258,24.4925179078],[118.089548509,24.4925350769],[118.089556672,24.4925514219],[118.089597141,24.4925345409]"
仙岳路0_L_90,"[118.100371052,24.493871254],[118.100305986,24.493853276],[118.10030095,24.4938681901],[118.100366481,24.4938858307],[118.100371052,24.493871254]"
仙岳路0_L_91,"[118.099753003,24.4936999667],[118.099709871,24.4936880294],[118.09970551,24.4937008361],[118.099748568,24.4937127541],[118.099753003,24.4936999667]"
仙岳路0_L_92,"[118.09399388,24.4921563745],[118.093943716,24.4921431577],[118.093938609,24.492160559],[118.09398823,24.4921737653],[118.09399388,24.4921563745]"
仙岳路0_L_93,"[118.093872112,24.492124475],[118.093824757,24.4921118616],[118.093819446,24.4921283689],[118.093866839,24.4921410543],[118.093872112,24.492124475]"
仙岳路0_L_94,"[118.093381372,24.4920332879],[118.093335203,24.4920263744],[118.093332244,24.4920417598],[118.093378412,24.4920486733],[118.093381372,24.4920332879]"
仙岳路0_L_95,"[118.09272461,24.4919699627],[118.092685837,24.4919695608],[118.092684564,24.4919856905],[118.092723337,24.4919860924],[118.09272461,24.4919699627]"
仙岳路0_L_96,"[118.092624174,24.4919737812],[118.092583062,24.4919728492],[118.092582643,24.49198871],[118.092623755,24.4919896429],[118.092624174,24.4919737812]"
仙岳路0_L_97,"[118.09200687,24.491996146],[118.091954941,24.4919948858],[118.091954344,24.4920127871],[118.092006274,24.4920140464],[118.09200687,24.491996146]"
仙岳路0_L_98,"[118.091588463,24.4920111463],[118.091587541,24.4919940089],[118.09154631,24.4919957476],[118.091547326,24.4920128952],[118.091588463,24.4920111463]"
仙岳路0_L_99,"[118.091547326,24.4920128952],[118.09154631,24.4919957476],[118.091486751,24.4919980512],[118.091487935,24.4920153971],[118.091547326,24.4920128952]"
仙岳路0_R_1,"[118.080377726,24.4949010838],[118.080374465,24.4948842086],[118.080329903,24.4948919115],[118.080333024,24.4949085711],[118.080377726,24.4949010838]"
仙岳路0_R_10,"[118.126427908,24.5022463008],[118.126426372,24.5022300593],[118.126379632,24.5022336126],[118.126381181,24.5022499984],[118.126427908,24.5022463008]"
仙岳路0_R_11,"[118.126195509,24.5022659396],[118.126193378,24.5022481634],[118.126144925,24.5022520725],[118.126146881,24.5022700215],[118.126195509,24.5022659396]"
仙岳路0_R_12,"[118.12604001,24.5022777694],[118.126038233,24.5022598462],[118.125989748,24.5022634755],[118.125991535,24.5022814348],[118.12604001,24.5022777694]"
仙岳路0_R_13,"[118.125306879,24.5023171412],[118.125306208,24.5022994083],[118.125257455,24.5023006112],[118.125258178,24.5023186417],[118.125306879,24.5023171412]"
仙岳路0_R_14,"[118.125131961,24.5023340797],[118.125127051,24.5023166582],[118.125080051,24.5023263694],[118.125084558,24.5023439834],[118.125131961,24.5023340797]"
仙岳路0_R_15,"[118.124216116,24.5022282376],[118.124171238,24.5022214676],[118.124168404,24.5022367352],[118.124213363,24.5022435172],[118.124216116,24.5022282376]"
仙岳路0_R_16,"[118.12413649,24.5022111712],[118.124086877,24.5022034461],[118.124084006,24.502219419],[118.124133663,24.5022268955],[118.12413649,24.5022111712]"
仙岳路0_R_17,"[118.123461617,24.5020368326],[118.123418496,24.5020236041],[118.123412964,24.5020382508],[118.1234558,24.5020516801],[118.123461617,24.5020368326]"
仙岳路0_R_18,"[118.123388343,24.5020141335],[118.123316899,24.5019919769],[118.123311755,24.5020058661],[118.123383159,24.5020280104],[118.123388343,24.5020141335]"
仙岳路0_R_19,"[118.123031611,24.5019046705],[118.122979801,24.5018782937],[118.122971127,24.5018925576],[118.123022616,24.501919463],[118.123031611,24.5019046705]"
仙岳路0_R_2,"[118.081438976,24.494792312],[118.08139873,24.4947926273],[118.081397833,24.4948077089],[118.081438022,24.4948076197],[118.081438976,24.494792312]"
仙岳路0_R_20,"[118.122887185,24.5018637723],[118.122847825,24.5018428878],[118.122839359,24.5018560218],[118.122878496,24.5018773141],[118.122887185,24.5018637723]"
仙岳路0_R_21,"[118.121059283,24.5009507935],[118.12103344,24.5008857179],[118.121016462,24.5008917151],[118.121042403,24.5009566284],[118.121059283,24.5009507935]"
仙岳路0_R_22,"[118.120726309,24.5008925469],[118.120463997,24.5007664693],[118.120456408,24.5007800191],[118.120718828,24.5009064136],[118.120726309,24.5008925469]"
仙岳路0_R_23,"[118.120684378,24.5001661317],[118.120665931,24.5001639171],[118.120657145,24.5002127269],[118.120675593,24.5002149414],[118.120684378,24.5001661317]"
仙岳路0_R_24,"[118.120696622,24.5001061506],[118.120676862,24.5001031731],[118.120668399,24.5001502013],[118.120688158,24.5001531788],[118.120696622,24.5001061506]"
仙岳路0_R_25,"[118.120711286,24.5000230056],[118.120691818,24.500020072],[118.120679809,24.5000868756],[118.120699264,24.5000898067],[118.120711286,24.5000230056]"
仙岳路0_R_26,"[118.120256807,24.5006602478],[118.120185549,24.5006283256],[118.12017747,24.5006443569],[118.120248146,24.5006760876],[118.120256807,24.5006602478]"
仙岳路0_R_27,"[118.11951735,24.5003374818],[118.119447456,24.5003051023],[118.11943802,24.5003227911],[118.119507914,24.5003551706],[118.11951735,24.5003374818]"
仙岳路0_R_28,"[118.118545871,24.4998872268],[118.1184936,24.4998644708],[118.118495942,24.4998794273],[118.118548467,24.4999032223],[118.118545871,24.4998872268]"
仙岳路0_R_29,"[118.117899126,24.4995909142],[118.117854421,24.4995718599],[118.117847415,24.4995850324],[118.117892121,24.4996040868],[118.117899126,24.4995909142]"
仙岳路0_R_3,"[118.085501487,24.4938599366],[118.085494885,24.4938458026],[118.085440527,24.4938672082],[118.085447397,24.4938815118],[118.085501487,24.4938599366]"
仙岳路0_R_30,"[118.116162928,24.4988177797],[118.11612317,24.4987997832],[118.116115628,24.4988137332],[118.116155483,24.4988317742],[118.116162928,24.4988177797]"
仙岳路0_R_31,"[118.116078945,24.4987810651],[118.116025871,24.4987571596],[118.11601837,24.4987713268],[118.116071445,24.4987952323],[118.116078945,24.4987810651]"
仙岳路0_R_32,"[118.114452124,24.4980976681],[118.11441621,24.4980819131],[118.114407477,24.4980981502],[118.11444354,24.498113572],[118.114452124,24.4980976681]"
仙岳路0_R_33,"[118.1143878,24.4980316269],[118.114332398,24.4980068741],[118.114323757,24.4980228858],[118.114379494,24.4980476117],[118.1143878,24.4980316269]"
仙岳路0_R_34,"[118.114097305,24.4979402686],[118.114039053,24.4979151395],[118.11403159,24.4979293479],[118.114090356,24.4979544435],[118.114097305,24.4979402686]"
仙岳路0_R_35,"[118.114038514,24.4979151011],[118.114003365,24.4978996643],[118.113996478,24.4979128096],[118.114031681,24.4979282703],[118.114038514,24.4979151011]"
仙岳路0_R_36,"[118.113985793,24.4978900765],[118.113957052,24.4978774991],[118.113949403,24.4978917532],[118.113978053,24.4979047545],[118.113985793,24.4978900765]"
仙岳路0_R_37,"[118.113881624,24.497842855],[118.113811128,24.4978114648],[118.113802485,24.4978275396],[118.113872981,24.4978589299],[118.113881624,24.497842855]"
仙岳路0_R_38,"[118.113720868,24.4977711148],[118.113655378,24.4977426322],[118.113648113,24.4977566153],[118.113712991,24.4977857848],[118.113720868,24.4977711148]"
仙岳路0_R_39,"[118.113159558,24.4975349268],[118.113105005,24.4975133447],[118.113097779,24.497527582],[118.113152351,24.4975491721],[118.113159558,24.4975349268]"
仙岳路0_R_4,"[118.136932535,24.5013225875],[118.136931116,24.5013058487],[118.136888622,24.5013088624],[118.13689004,24.5013256002],[118.136932535,24.5013225875]"
仙岳路0_R_40,"[118.113033579,24.4974830803],[118.113018917,24.4974769309],[118.113010727,24.4974930972],[118.113025389,24.4974992466],[118.113033579,24.4974830803]"
仙岳路0_R_41,"[118.113003942,24.497470058],[118.112951134,24.497445764],[118.112943333,24.4974607756],[118.11299614,24.4974850696],[118.113003942,24.497470058]"
仙岳路0_R_42,"[118.11279801,24.4973887735],[118.112765152,24.4973735046],[118.11275758,24.4973879024],[118.112790389,24.4974025939],[118.11279801,24.4973887735]"
仙岳路0_R_43,"[118.112542299,24.497231453],[118.112508326,24.4972168395],[118.112500706,24.4972308044],[118.112534679,24.4972454179],[118.112542299,24.497231453]"
仙岳路0_R_44,"[118.112493599,24.497209462],[118.112463735,24.4971964665],[118.112456183,24.4972107568],[118.112486047,24.4972237522],[118.112493599,24.497209462]"
仙岳路0_R_45,"[118.112056582,24.497028562],[118.111987817,24.4969988182],[118.11198049,24.497012521],[118.112049436,24.497042796],[118.112056582,24.497028562]"
仙岳路0_R_46,"[118.111975972,24.4969935073],[118.11193641,24.4969773687],[118.111928897,24.4969912985],[118.111968459,24.4970074371],[118.111975972,24.4969935073]"
仙岳路0_R_47,"[118.110195663,24.4962012314],[118.110156318,24.4961838639],[118.110148374,24.4961982391],[118.110189113,24.496215877],[118.110195663,24.4962012314]"
仙岳路0_R_48,"[118.108393026,24.4955776023],[118.108283061,24.4955481222],[118.108277944,24.4955635065],[118.108387914,24.4955929829],[118.108393026,24.4955776023]"
仙岳路0_R_49,"[118.107081888,24.4952366018],[118.106996718,24.4952127613],[118.106989579,24.4952341182],[118.107074749,24.4952579587],[118.107081888,24.4952366018]"
仙岳路0_R_5,"[118.136543182,24.5013058532],[118.13654141,24.5012895567],[118.136502043,24.5012931406],[118.136503815,24.5013094371],[118.136543182,24.5013058532]"
仙岳路0_R_50,"[118.106992516,24.4952123742],[118.106949914,24.4952010254],[118.106944835,24.4952157649],[118.106987418,24.4952271688],[118.106992516,24.4952123742]"
仙岳路0_R_51,"[118.106547945,24.495086223],[118.106505675,24.4950744781],[118.106501065,24.4950890733],[118.106543203,24.495100774],[118.106547945,24.495086223]"
仙岳路0_R_52,"[118.106010686,24.4949388644],[118.105965463,24.4949264351],[118.105959643,24.4949435739],[118.106005,24.4949555337],[118.106010686,24.4949388644]"
仙岳路0_R_53,"[118.105233743,24.4947305877],[118.105170256,24.4947132656],[118.105164915,24.4947283004],[118.105229002,24.4947453644],[118.105233743,24.4947305877]"
仙岳路0_R_54,"[118.104633829,24.4945679415],[118.104586274,24.4945549367],[118.104581111,24.4945708971],[118.104628757,24.4945838589],[118.104633829,24.4945679415]"
仙岳路0_R_55,"[118.103558365,24.4942964788],[118.103506199,24.4942824431],[118.103500525,24.4942992901],[118.10355202,24.4943134363],[118.103558365,24.4942964788]"
仙岳路0_R_56,"[118.103429275,24.494256789],[118.103386336,24.4942452341],[118.10338203,24.4942603045],[118.103424969,24.4942718595],[118.103429275,24.494256789]"
仙岳路0_R_57,"[118.103368357,24.4942342452],[118.103330109,24.4942234585],[118.103325541,24.4942387863],[118.103363325,24.4942488614],[118.103368357,24.4942342452]"
仙岳路0_R_58,"[118.10200991,24.4938493114],[118.101969174,24.493838343],[118.101963816,24.4938549936],[118.10200402,24.4938663883],[118.10200991,24.4938493114]"
仙岳路0_R_59,"[118.101583192,24.4937136613],[118.10151437,24.4936949801],[118.101508835,24.4937124723],[118.10157756,24.4937305982],[118.101583192,24.4937136613]"
仙岳路0_R_6,"[118.12743206,24.5021576934],[118.127429091,24.5021400318],[118.12739049,24.502144635],[118.127393148,24.5021628315],[118.12743206,24.5021576934]"
仙岳路0_R_60,"[118.09505787,24.4920380692],[118.095015934,24.492026464],[118.095011371,24.4920410766],[118.095053307,24.4920526818],[118.09505787,24.4920380692]"
仙岳路0_R_61,"[118.092858737,24.4915010032],[118.092815539,24.4914991078],[118.092814534,24.4915144529],[118.092857859,24.4915163302],[118.092858737,24.4915010032]"
仙岳路0_R_62,"[118.092276344,24.4915176975],[118.092243286,24.4915177037],[118.092243292,24.491529882],[118.09227635,24.4915298722],[118.092276344,24.4915176975]"
仙岳路0_R_63,"[118.148969665,24.5014270321],[118.148929404,24.5014237386],[118.148927405,24.5014409699],[118.1489685,24.5014446596],[118.148969665,24.5014270321]"
仙岳路0_R_64,"[118.148620986,24.5013715875],[118.148605923,24.5013697234],[118.148600767,24.5014045992],[118.148615832,24.5014064632],[118.148620986,24.5013715875]"
仙岳路0_R_65,"[118.148593037,24.5013238024],[118.148535496,24.5013181091],[118.148533785,24.5013325913],[118.148591326,24.5013382846],[118.148593037,24.5013238024]"
仙岳路0_R_66,"[118.144215318,24.5009148473],[118.144197306,24.5009075827],[118.144181339,24.5009407277],[118.144199352,24.5009479923],[118.144215318,24.5009148473]"
仙岳路0_R_67,"[118.155125842,24.5015541895],[118.155081525,24.5015487776],[118.155079676,24.5015637827],[118.155123658,24.5015691565],[118.155125842,24.5015541895]"
仙岳路0_R_68,"[118.155672435,24.5016170415],[118.155633985,24.5016112734],[118.15563081,24.5016289958],[118.155669259,24.5016347639],[118.155672435,24.5016170415]"
仙岳路0_R_69,"[118.155959646,24.5016691672],[118.155916098,24.5016612907],[118.155912846,24.5016763453],[118.155956395,24.5016842218],[118.155959646,24.5016691672]"
